data,index,Open,High,Low,Close,Volume,*Close
2021-12-28,114.00 ,180.16 ,181.33 ,178.53 ,179.29 ,79144339.00 ,179.29 
2021-12-27,115.00 ,177.09 ,180.42 ,177.07 ,180.33 ,74919582.00 ,180.33 
2021-12-23,116.00 ,175.85 ,176.85 ,175.27 ,176.28 ,68356567.00 ,176.28 
2021-12-22,117.00 ,173.04 ,175.86 ,172.15 ,175.64 ,92135303.00 ,175.64 
2021-12-21,118.00 ,171.56 ,173.20 ,169.12 ,172.99 ,91185905.00 ,172.99 
2021-12-20,119.00 ,168.28 ,170.58 ,167.46 ,169.75 ,107499114.00 ,169.75 
2021-12-17,120.00 ,169.93 ,173.47 ,169.69 ,171.14 ,195923441.00 ,171.14 
2021-12-16,121.00 ,179.28 ,181.14 ,170.75 ,172.26 ,150185843.00 ,172.26 
2021-12-15,122.00 ,175.11 ,179.50 ,172.31 ,179.30 ,131063257.00 ,179.30 
2021-12-14,123.00 ,175.25 ,177.74 ,172.21 ,174.33 ,139380382.00 ,174.33 
2021-12-13,124.00 ,181.12 ,182.13 ,175.53 ,175.74 ,153237019.00 ,175.74 
2021-12-10,125.00 ,175.21 ,179.63 ,174.69 ,179.45 ,115402731.00 ,179.45 
2021-12-09,126.00 ,174.91 ,176.75 ,173.92 ,174.56 ,108923739.00 ,174.56 
2021-12-08,127.00 ,172.13 ,175.96 ,170.70 ,175.08 ,116998901.00 ,175.08 
2021-12-07,128.00 ,169.08 ,171.58 ,168.34 ,171.18 ,120405352.00 ,171.18 
2021-12-06,129.00 ,164.29 ,167.88 ,164.28 ,165.32 ,107496982.00 ,165.32 
2021-12-03,130.00 ,164.02 ,164.96 ,159.72 ,161.84 ,118023116.00 ,161.84 
2021-12-02,131.00 ,158.74 ,164.20 ,157.80 ,163.76 ,136739174.00 ,163.76 
2021-12-01,132.00 ,167.48 ,170.30 ,164.53 ,164.77 ,152423003.00 ,164.77 
2021-11-30,133.00 ,159.99 ,165.52 ,159.92 ,165.30 ,174048056.00 ,165.30 
2021-11-29,134.00 ,159.37 ,161.19 ,158.79 ,160.24 ,88748217.00 ,160.24 
2021-11-26,135.00 ,159.57 ,160.45 ,156.36 ,156.81 ,76959752.00 ,156.81 
2021-11-24,136.00 ,160.75 ,162.14 ,159.64 ,161.94 ,69463623.00 ,161.94 
2021-11-23,137.00 ,161.12 ,161.80 ,159.06 ,161.41 ,96041899.00 ,161.41 
2021-11-22,138.00 ,161.68 ,165.70 ,161.00 ,161.02 ,117467889.00 ,161.02 
2021-11-19,139.00 ,157.65 ,161.02 ,156.53 ,160.55 ,117305597.00 ,160.55 
2021-11-18,140.00 ,153.71 ,158.67 ,153.05 ,157.87 ,137827673.00 ,157.87 
2021-11-17,141.00 ,151.00 ,155.00 ,150.99 ,153.49 ,88807000.00 ,153.49 
2021-11-16,142.00 ,149.94 ,151.49 ,149.34 ,151.00 ,59256210.00 ,151.00 
2021-11-15,143.00 ,150.37 ,151.88 ,149.43 ,150.00 ,59222803.00 ,150.00 
2021-11-12,144.00 ,148.43 ,150.40 ,147.48 ,149.99 ,63804008.00 ,149.99 
2021-11-11,145.00 ,148.96 ,149.43 ,147.68 ,147.87 ,40999950.00 ,147.87 
2021-11-10,146.00 ,150.02 ,150.13 ,147.85 ,147.92 ,65187092.00 ,147.92 
2021-11-09,147.00 ,150.20 ,151.43 ,150.06 ,150.81 ,56787930.00 ,150.81 
2021-11-08,148.00 ,151.41 ,151.57 ,150.16 ,150.44 ,55020868.00 ,150.44 
2021-11-05,149.00 ,151.89 ,152.20 ,150.06 ,151.28 ,65463883.00 ,151.28 
2021-11-04,150.00 ,151.58 ,152.43 ,150.64 ,150.96 ,60394616.00 ,150.96 
2021-11-03,151.00 ,150.39 ,151.97 ,149.82 ,151.49 ,54511534.00 ,151.49 
2021-11-02,152.00 ,148.66 ,151.57 ,148.65 ,150.02 ,69121987.00 ,150.02 
2021-11-01,153.00 ,148.99 ,149.70 ,147.80 ,148.96 ,74588258.00 ,148.96 
2021-10-29,154.00 ,147.22 ,149.94 ,146.41 ,149.80 ,124953168.00 ,149.80 
2021-10-28,155.00 ,149.82 ,153.17 ,149.72 ,152.57 ,100077888.00 ,152.57 
2021-10-27,156.00 ,149.36 ,149.73 ,148.49 ,148.85 ,56094929.00 ,148.85 
2021-10-26,157.00 ,149.33 ,150.84 ,149.01 ,149.32 ,60893395.00 ,149.32 
2021-10-25,158.00 ,148.68 ,149.37 ,147.62 ,148.64 ,50720556.00 ,148.64 
2021-10-22,159.00 ,149.69 ,150.18 ,148.64 ,148.69 ,58883443.00 ,148.69 
2021-10-21,160.00 ,148.81 ,149.64 ,147.87 ,149.48 ,61420990.00 ,149.48 
2021-10-20,161.00 ,148.70 ,149.75 ,148.12 ,149.26 ,58418788.00 ,149.26 
2021-10-19,162.00 ,147.01 ,149.17 ,146.55 ,148.76 ,76378894.00 ,148.76 
2021-10-18,163.00 ,143.45 ,146.84 ,143.16 ,146.55 ,85589175.00 ,146.55 
2021-10-15,164.00 ,143.77 ,144.90 ,143.51 ,144.84 ,67940334.00 ,144.84 
2021-10-14,165.00 ,142.11 ,143.88 ,141.51 ,143.76 ,69907100.00 ,143.76 
2021-10-13,166.00 ,141.24 ,141.40 ,139.20 ,140.91 ,78762721.00 ,140.91 
2021-10-12,167.00 ,143.23 ,143.25 ,141.04 ,141.51 ,73035859.00 ,141.51 
2021-10-11,168.00 ,142.27 ,144.81 ,141.81 ,142.81 ,64452219.00 ,142.81 
2021-10-08,169.00 ,144.03 ,144.18 ,142.56 ,142.90 ,58773155.00 ,142.90 
2021-10-07,170.00 ,143.06 ,144.22 ,142.72 ,143.29 ,61732656.00 ,143.29 
2021-10-06,171.00 ,139.47 ,142.15 ,138.37 ,142.00 ,83221119.00 ,142.00 
2021-10-05,172.00 ,139.49 ,142.24 ,139.36 ,141.11 ,80861062.00 ,141.11 
2021-10-04,173.00 ,141.76 ,142.21 ,138.27 ,139.14 ,98322008.00 ,139.14 
2021-10-01,174.00 ,141.90 ,142.92 ,139.11 ,142.65 ,94639581.00 ,142.65 
2021-09-30,175.00 ,143.66 ,144.38 ,141.28 ,141.50 ,89056664.00 ,141.50 
2021-09-29,176.00 ,142.47 ,144.45 ,142.03 ,142.83 ,74602044.00 ,142.83 
2021-09-28,177.00 ,143.25 ,144.75 ,141.69 ,141.91 ,108972340.00 ,141.91 
2021-09-27,178.00 ,145.47 ,145.96 ,143.82 ,145.37 ,74150729.00 ,145.37 
2021-09-24,179.00 ,145.66 ,147.47 ,145.56 ,146.92 ,53477869.00 ,146.92 
2021-09-23,180.00 ,146.65 ,147.08 ,145.64 ,146.83 ,64838170.00 ,146.83 
2021-09-22,181.00 ,144.45 ,146.43 ,143.70 ,145.85 ,76404341.00 ,145.85 
2021-09-21,182.00 ,143.93 ,144.60 ,142.78 ,143.43 ,75833962.00 ,143.43 
2021-09-20,183.00 ,143.80 ,144.84 ,141.27 ,142.94 ,123478863.00 ,142.94 
2021-09-17,184.00 ,148.82 ,148.82 ,145.76 ,146.06 ,129868824.00 ,146.06 
2021-09-16,185.00 ,148.44 ,148.97 ,147.22 ,148.79 ,68034149.00 ,148.79 
2021-09-15,186.00 ,148.56 ,149.44 ,146.37 ,149.03 ,83281315.00 ,149.03 
2021-09-14,187.00 ,150.35 ,151.07 ,146.91 ,148.12 ,109296295.00 ,148.12 
